"Player","Pos","Age","Tm","G","GS","MP.x","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","MP.y","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP"
"Ed Davis","C",31,"MIN",19,7,13.9,0.9,2.3,0.419,0,0,0,0.9,2.3,0.419,0.419,0.4,0.4,0.875,2,3.1,5.1,1,0.5,0.5,0.3,2.6,2.3,264,12.2,0.462,0,0.186,14.7,25.4,19.8,9.3,1.8,3.1,11.4,8.4,0.3,0.3,0.6,0.117,-3.8,0.4,-3.4,-0.1
"Edmond Sumner","SG",25,"IND",16,4,9.4,1.5,3,0.5,0.3,1,0.313,1.2,2,0.594,0.552,0.6,0.9,0.643,0.4,0.9,1.3,0.5,0.5,0.1,0.6,1.1,3.9,150,11.4,0.572,0.333,0.292,4.5,10.9,7.7,7.5,2.6,0.6,15.6,18.6,0,0.2,0.2,0.053,-3.4,0.3,-3.1,0
"Elfrid Payton","PG",26,"NYK",30,30,27.7,5.2,11.8,0.441,0.5,1.9,0.25,4.7,9.9,0.477,0.46,1.4,1.9,0.719,1.3,2.6,3.8,3.6,0.6,0.2,1.9,2,12.2,831,11.9,0.484,0.158,0.161,4.9,9.5,7.3,20.9,1.1,0.7,13.1,23.2,-0.4,0.9,0.5,0.028,-2.3,-1.1,-3.4,-0.3
"Elijah Hughes","SF",22,"UTA",6,0,4.5,0.8,2.5,0.333,0.5,1.7,0.3,0.3,0.8,0.4,0.433,0.5,0.7,0.75,0,0.7,0.7,0.5,0.2,0.2,0.7,0,2.7,27,9.8,0.477,0.667,0.267,0,15,7.9,16.7,1.8,3,19.3,33,-0.1,0,0,-0.059,-3.2,-1.3,-4.5,0
"Enes Kanter","C",28,"POR",28,16,25.1,4.9,8.4,0.581,0,0,0,4.9,8.4,0.581,0.581,1.8,2.3,0.754,4.1,7,11.1,1.1,0.5,0.8,1.2,2.5,11.5,702,21.9,0.611,0,0.278,16.7,31,23.5,6.7,1,2.8,11.5,18.1,2,0.7,2.7,0.184,1,-2.3,-1.3,0.1
"Eric Bledsoe","SG",31,"NOP",27,26,28.9,4.6,10.5,0.437,2.2,5.4,0.401,2.4,5.1,0.474,0.54,1.3,2,0.648,0.5,3.1,3.6,3.7,0.7,0.3,1.7,1.5,12.7,780,12.6,0.556,0.518,0.19,1.8,11.8,6.8,17.7,1.1,0.9,13.2,19.4,0.7,0.2,0.9,0.055,-0.3,-1.7,-2.1,0
"Eric Gordon","SG",32,"HOU",22,10,29.4,6.2,13.5,0.463,2.7,7.8,0.351,3.5,5.7,0.616,0.564,3.5,4.2,0.848,0.3,1.9,2.2,2.7,0.5,0.5,1.9,1.5,18.7,646,16.8,0.612,0.578,0.311,1.1,7,4,15.3,0.9,1.5,11.1,24.9,1,0.6,1.6,0.115,2.1,-1,1.1,0.5
"Eric Paschall","PF",24,"GSW",26,2,17.7,3.9,7.7,0.507,0.5,1.4,0.333,3.5,6.3,0.545,0.537,1.7,2.4,0.714,0.9,2.5,3.4,1.3,0.2,0.1,0.8,1.7,10,459,15,0.571,0.179,0.313,5.3,14.5,10,11.3,0.5,0.6,8,23,0.5,0.4,0.9,0.099,-0.6,-1.8,-2.5,-0.1
"Evan Fournier","SF",28,"ORL",15,15,28.7,5.8,12.9,0.451,2.3,6.2,0.366,3.5,6.7,0.53,0.539,4,5,0.8,0.3,2.3,2.5,3.6,1,0.4,2.1,2.3,17.9,430,17.5,0.593,0.482,0.389,0.9,8.5,4.6,20.7,1.7,1.3,12.1,25.5,0.7,0.4,1,0.116,1.4,-1,0.5,0.3
"Facundo Campazzo","PG",29,"DEN",25,1,14,1.5,3.8,0.396,1,2.6,0.375,0.6,1.3,0.438,0.521,0.9,1.2,0.759,0.2,0.6,0.8,1.9,0.9,0.2,0.7,1.8,4.9,350,12.1,0.561,0.667,0.302,1.6,4.9,3.2,17.8,3.2,1.1,13.5,15.6,0.4,0.4,0.8,0.104,-1.8,0.5,-1.3,0.1
"Frank Jackson","PG",22,"DET",7,0,5.6,0.6,2.3,0.25,0.4,1.4,0.3,0.1,0.9,0.167,0.344,0,0,0,0,0.7,0.7,1.1,0.1,0,0.6,0.6,1.6,39,1.5,0.344,0.625,0,0,15,7.2,30,1.3,0,20,22.2,-0.1,0,-0.1,-0.143,-7,-2.2,-9.2,-0.1
"Frank Kaminsky","C",27,"PHO",20,6,15.8,2.6,5.8,0.452,0.8,2,0.385,1.9,3.8,0.487,0.517,0.7,1.2,0.609,1,3.5,4.5,2,0.2,0.5,0.5,1.6,6.7,316,16.2,0.531,0.339,0.2,6.8,24,15.6,18.4,0.6,2.8,7.4,19.2,0.5,0.4,0.9,0.138,0.8,1.5,2.3,0.3
"Frank Mason III","G",26,"ORL",4,1,19.8,2.3,6,0.375,0.5,1.3,0.4,1.8,4.8,0.368,0.417,1.3,1.8,0.714,0.8,2.3,3,3,0,0,1.3,1.8,6.3,79,7.6,0.462,0.208,0.292,3.8,12.3,7.9,21.9,0,0,15.6,17.3,0,0,0,0,-6.1,-3.1,-9.2,-0.1
"Frank Ntilikina","PG",22,"NYK",4,0,10.5,1.5,3.5,0.429,1.3,2.3,0.556,0.3,1.3,0.2,0.607,0.3,0.8,0.333,0.3,0.8,1,0.8,0.8,0,0.5,1.8,4.5,42,12.4,0.587,0.643,0.214,2.5,7.4,5,10.8,3.6,0,11.5,18.2,0,0.1,0.1,0.113,-1.7,3,1.2,0
"Fred VanVleet","SG",26,"TOR",28,28,36.4,6.9,16.6,0.417,3.3,8.7,0.377,3.6,7.9,0.462,0.516,3.3,3.6,0.892,0.7,3.5,4.2,6.6,1.7,0.7,2.1,2.3,20.4,1020,18.3,0.56,0.525,0.219,2.1,11,6.4,27.9,2.3,1.9,10.2,23.7,2,1,3,0.14,2.9,-0.1,2.8,1.2
"Furkan Korkmaz","SG",23,"PHI",18,1,19.5,2.7,7.2,0.377,1.3,4.2,0.32,1.4,3.1,0.455,0.469,0.8,0.9,0.875,0.2,2.3,2.6,0.8,0.7,0.1,0.9,1.1,7.6,351,8.1,0.496,0.577,0.123,1.3,12.7,7.2,5.5,1.8,0.5,11,18.5,-0.3,0.4,0.1,0.015,-3.2,-1.1,-4.3,-0.2
"Gabe Vincent","PG",24,"MIA",18,5,16.2,2.3,6.4,0.353,0.9,3.9,0.239,1.3,2.5,0.533,0.427,0.8,0.9,0.882,0.2,1,1.2,1.5,0.4,0.1,1,2,6.3,292,5.5,0.462,0.612,0.147,1.6,6.6,4.2,14.2,1.2,0.4,12.7,21.6,-0.5,0.2,-0.3,-0.044,-5.9,-1.9,-7.8,-0.4
"Garrett Temple","SG",34,"CHI",26,5,27.5,3.2,7.6,0.426,1.5,4.3,0.36,1.7,3.3,0.512,0.528,0.8,1,0.815,0.5,2.6,3.1,2,1.1,0.5,1,2.4,8.8,715,9.6,0.551,0.563,0.137,2.1,10.2,6.2,9.4,1.8,1.6,11.4,14,0.3,0.7,0.9,0.063,-2.7,0.1,-2.6,-0.1
"Garrison Mathews","SG",24,"WAS",20,4,16.1,1.9,4.8,0.389,1.5,3.8,0.382,0.4,1,0.421,0.542,1.9,2.1,0.902,0.4,1.1,1.5,0.5,0.9,0.2,0.2,1.6,7,322,13.9,0.619,0.8,0.432,2.5,7.4,4.9,4.2,2.6,1.1,2.6,14.9,0.7,0.2,0.9,0.136,-0.1,0.1,-0.1,0.2
"Gary Clark","SF",26,"ORL",26,11,21,1.2,3.9,0.294,0.9,3.3,0.264,0.3,0.6,0.467,0.407,0.2,0.3,0.857,1.1,2.5,3.6,0.9,0.3,0.2,0.6,1.1,3.4,545,5.3,0.423,0.853,0.069,5.3,12.7,8.8,5.8,0.8,0.8,12.5,9.4,-0.2,0.4,0.2,0.014,-4.3,-1.2,-5.5,-0.5
"Gary Harris","SG",26,"DEN",19,19,30.6,3.6,8.2,0.442,1.3,3.9,0.32,2.4,4.3,0.556,0.519,1.2,1.6,0.733,0.7,1.8,2.5,1.7,0.9,0.2,0.7,1.9,9.7,581,9.3,0.544,0.481,0.192,2.5,6.6,4.6,7.2,1.4,0.7,7.6,13.7,0.4,0.3,0.7,0.061,-2.1,-1.5,-3.6,-0.2
"Gary Trent Jr.","SG",22,"POR",26,13,30.2,5.5,12.5,0.44,3.2,7.2,0.447,2.3,5.3,0.431,0.569,1.1,1.4,0.784,0.5,1.6,2.1,1.4,0.7,0.2,0.7,1.5,15.3,785,14,0.585,0.578,0.114,1.7,6,3.7,6.8,1.2,0.5,4.7,19.5,1.3,0.1,1.4,0.084,1.1,-2.3,-1.2,0.2
"George Hill","PG",34,"OKC",14,14,26.4,4.4,8.6,0.508,1.6,4.1,0.386,2.8,4.5,0.619,0.6,1.5,1.8,0.84,0.6,1.5,2.1,3.1,0.9,0.1,0.9,0.9,11.8,369,16,0.63,0.475,0.208,2.3,5.9,4.1,17.9,1.5,0.5,8.4,16.8,0.8,0.3,1.1,0.137,0.9,-0.5,0.4,0.2
"Georges Niang","PF",27,"UTA",29,0,13.1,1.8,4.7,0.39,1,3.2,0.323,0.8,1.5,0.535,0.5,0.2,0.2,1,0.3,1.9,2.2,0.8,0.4,0.1,0.7,1.5,4.9,381,8.3,0.51,0.684,0.037,2.9,14.4,8.9,8.1,1.4,0.6,12.1,17.7,-0.1,0.5,0.5,0.059,-3.3,0.2,-3.1,-0.1
"Giannis Antetokounmpo","PF",26,"MIL",27,27,33.6,10.3,18.4,0.563,1.1,4,0.29,9.2,14.4,0.638,0.594,6.4,9.9,0.642,1.7,9.7,11.4,5.8,1.3,1.3,3.7,3.1,28.2,906,28.3,0.62,0.216,0.54,5.6,29.8,18,27.5,1.8,3.5,13.9,33,2.7,1.5,4.3,0.226,5.2,2,7.2,2.1
"Glenn Robinson III","SF",27,"SAC",22,1,15.7,1.8,4.2,0.43,0.7,2,0.372,1.1,2.3,0.48,0.516,1,1,0.913,0.3,1.3,1.6,0.9,0.1,0.1,0.5,1,5.3,346,9.2,0.567,0.462,0.247,2.2,9.3,5.7,7.6,0.4,0.7,8.8,13.9,0.3,-0.1,0.2,0.03,-1.6,-2.8,-4.4,-0.2
"Goga Bitadze","C",21,"IND",13,0,9.5,1.7,2.9,0.579,0.2,0.9,0.167,1.5,2,0.769,0.605,0.7,0.9,0.75,0.7,1.5,2.2,0.2,0.2,1.1,0.3,1.8,4.2,124,18.3,0.635,0.316,0.316,8.1,17.5,12.9,3.5,1.2,9.8,8.5,16.5,0.2,0.2,0.4,0.173,-2.1,2.2,0.1,0.1
"Goran Dragić","PG",34,"MIA",17,6,26.5,5.2,11.5,0.456,1.6,4.6,0.359,3.6,6.9,0.521,0.528,2.2,2.8,0.809,0.4,2.6,3.1,5.3,0.5,0.1,3,2.6,14.4,451,13.4,0.566,0.4,0.241,1.8,10.6,6.5,33.7,1,0.5,19.1,26.3,0,0.4,0.4,0.042,-1,-2.3,-3.3,-0.1
"Gordon Hayward","SF",30,"CHO",26,26,35.5,8.1,16.6,0.486,2.2,5.2,0.422,5.9,11.4,0.515,0.552,3.9,4.5,0.864,0.9,4.5,5.5,3.8,1.1,0.4,2.1,1.9,22.3,922,18.7,0.598,0.313,0.273,2.7,13.9,8.2,17.5,1.5,1.2,10.2,24.9,1.7,0.8,2.5,0.132,2.6,-0.8,1.8,0.9
"Gorgui Dieng","C",31,"MEM",19,1,17.7,2.6,4.9,0.532,1.1,2.1,0.5,1.6,2.8,0.556,0.638,1.4,1.6,0.839,1.4,3.4,4.8,1.4,0.8,0.7,1.1,1.8,7.7,336,18.6,0.678,0.426,0.33,8.6,21.6,14.9,10.6,2.3,3.6,15.7,16.1,0.7,0.5,1.2,0.169,1.2,0.8,2,0.3
"Grant Williams","PF",22,"BOS",24,6,19.3,1.9,4.3,0.451,0.9,2.2,0.415,1,2,0.49,0.559,0.6,1.2,0.517,1,2,3,1,0.5,0.4,1,3,5.4,462,8,0.562,0.52,0.284,5.6,12.1,8.8,6.7,1.2,2,16.7,12.8,0.1,0.4,0.6,0.058,-3.5,-0.3,-3.8,-0.2
"Grayson Allen","SG",25,"MEM",19,8,23.9,3.2,7.4,0.429,2.3,5.3,0.436,0.8,2.1,0.41,0.586,1.7,1.9,0.892,0.4,2.5,2.9,2.1,1,0.2,1.1,1.3,10.4,454,14,0.63,0.721,0.264,1.7,12,6.7,11.5,2,0.6,11.3,16.5,0.7,0.4,1.1,0.113,0.4,0.1,0.5,0.3
"Hamidou Diallo","SG",22,"OKC",28,5,24,4.7,9.8,0.48,0.4,1.4,0.289,4.3,8.5,0.511,0.5,2.7,4.1,0.661,1.1,4.3,5.4,2.5,1,0.4,1.5,2.5,12.5,673,15.9,0.539,0.138,0.418,5,18.2,11.7,16.5,2,1.3,11.4,23.6,0.3,0.9,1.2,0.085,-1.7,0.4,-1.3,0.1
"Harrison Barnes","PF",28,"SAC",27,27,35.1,5.3,11,0.48,1.7,4.3,0.388,3.6,6.7,0.539,0.556,3.6,4.3,0.843,1.1,5.1,6.2,3.4,0.8,0.2,1.4,1.1,15.8,948,15.7,0.615,0.392,0.389,3.3,16.2,9.7,13.2,1.1,0.4,9.9,17.3,2,0.1,2,0.102,1.6,-1.5,0.1,0.5
"Harry Giles","C",22,"POR",22,0,11.8,1.2,2.8,0.419,0.1,0.4,0.375,1,2.5,0.426,0.444,0.6,0.8,0.722,1.1,3.8,4.9,0.9,0.2,0.4,0.7,2,3.1,260,11.3,0.486,0.129,0.29,9.8,35.6,22.1,10.2,0.9,3.2,18.6,14.2,0,0.3,0.3,0.061,-4.3,-0.5,-4.7,-0.2
"Hassan Whiteside","C",31,"SAC",20,0,14.8,3.5,5.7,0.619,0,0.1,0,3.5,5.6,0.625,0.619,1.4,2.6,0.529,1.6,4.1,5.7,0.5,0.3,1.4,1,1.8,8.4,296,22.2,0.617,0.009,0.451,11.3,30.6,20.9,4.7,1,7.7,12.3,22.3,0.5,0.3,0.8,0.125,-0.2,0.3,0.1,0.2
"Ignas Brazdeikis","SF",22,"NYK",4,0,1.8,0,0.3,0,0,0,0,0,0.3,0,0,0.5,0.5,1,0.3,0.3,0.5,0.3,0,0,0.3,0,0.5,7,11.4,0.532,0,2,15.2,14.7,15,17.8,0,0,34.7,18.2,0,0,0,0.03,-2.9,-1.9,-4.8,0
"Immanuel Quickley","PG",21,"NYK",26,0,19.4,3.9,9.8,0.395,1.7,4.6,0.367,2.2,5.2,0.419,0.48,2.9,3.1,0.95,0.4,2,2.3,2.7,0.4,0.3,0.9,2.1,12.4,505,18.4,0.553,0.469,0.313,2.1,10.4,6.3,22.6,1.1,1.8,7.6,27.6,1,0.6,1.6,0.151,2.6,-0.2,2.4,0.6
"Isaac Bonga","SF",21,"WAS",17,7,13.5,0.8,2.1,0.389,0.5,1.3,0.409,0.3,0.8,0.357,0.514,0.1,0.2,0.667,0.5,1.8,2.2,0.5,0.2,0.2,0.4,1.6,2.3,230,5,0.523,0.611,0.083,3.5,14.2,8.6,4.9,0.8,1.5,15.8,8,0,0.1,0.1,0.021,-4.6,-1.6,-6.2,-0.2
"Isaac Okoro","SG",20,"CLE",24,24,33,2.8,7.1,0.388,0.7,2.7,0.25,2.1,4.4,0.472,0.435,1.3,1.9,0.674,0.9,1.5,2.4,1.9,1.1,0.4,1.4,2.9,7.5,792,5.6,0.47,0.376,0.271,2.8,5.2,4,7.8,1.7,1.1,14.8,12.1,-0.5,0.4,-0.1,-0.007,-5.2,-0.6,-5.8,-0.7
"Isaiah Hartenstein","C",22,"DEN",18,0,8.7,1.7,3.1,0.545,0,0,0,1.7,3.1,0.545,0.545,0.9,1.5,0.593,1.4,1.4,2.8,0.6,0.4,0.7,0.8,2.2,4.2,157,19.1,0.568,0,0.491,18.6,18.1,18.4,9.3,2.2,8,17.3,22.4,0.2,0.3,0.5,0.14,-3.6,-0.1,-3.7,-0.1
"Isaiah Joe","SG",21,"PHI",16,1,13.3,1.7,4.4,0.38,1.3,3.5,0.375,0.4,0.9,0.4,0.528,0.3,0.3,1,0.3,0.9,1.2,0.9,0.4,0.3,0.3,1.3,5,212,10.3,0.546,0.789,0.07,2.1,7.5,4.9,9.6,1.3,1.7,6.4,15.6,0.2,0.2,0.4,0.09,-1.4,-0.6,-2,0
"Isaiah Roby","PF",22,"OKC",22,9,20.2,3.4,6.2,0.54,0.5,1.6,0.314,2.9,4.6,0.618,0.58,1.3,1.9,0.69,1.6,3.5,5.2,1.5,0.7,0.6,1,2.5,8.5,445,16.2,0.605,0.255,0.307,8.5,18,13.3,11.7,1.6,2.7,12.9,17.4,0.7,0.6,1.3,0.136,-1.3,0.5,-0.8,0.1
"Isaiah Stewart","C",19,"DET",26,2,17.9,2.2,4.2,0.523,0,0.2,0.25,2.2,4,0.533,0.528,0.8,1.2,0.7,2.5,2.9,5.4,0.7,0.5,0.9,0.8,2.7,5.2,466,14.1,0.556,0.037,0.275,14.8,19.1,16.8,5.5,1.4,4.7,14.1,13.2,0.6,0.6,1.1,0.115,-2.7,-0.1,-2.9,-0.1
"Ish Smith","PG",32,"WAS",19,1,20.6,2.3,6.1,0.379,0.3,1.1,0.25,2.1,5.1,0.406,0.401,0.3,0.8,0.4,0.5,2.9,3.5,4.7,0.8,0.2,1,0.9,5.2,391,10.6,0.404,0.172,0.129,2.6,15.5,8.8,31.1,1.8,0.9,13.4,15,-0.1,0.3,0.1,0.018,-2.2,-0.3,-2.5,0
"Ivica Zubac","C",23,"LAC",30,1,19.5,3.2,4.7,0.669,0,0,0,3.2,4.7,0.674,0.669,2,2.4,0.845,2.3,4.4,6.6,1.1,0.4,0.8,1,2.6,8.3,586,20.5,0.722,0.007,0.5,13.4,24.4,19.1,7.7,0.9,3.7,14.8,15.3,2,0.8,2.8,0.23,0.8,-0.3,0.5,0.4
"J.J. Redick","SG",36,"NOP",25,0,18.2,2.5,6.7,0.377,1.7,4.7,0.368,0.8,2,0.4,0.506,1.4,1.4,0.972,0.1,1.4,1.5,1.1,0.3,0.1,0.8,1.2,8.2,456,10.1,0.558,0.701,0.216,0.7,8.5,4.6,8.3,0.9,0.5,9.9,18.9,0.4,0,0.4,0.045,-1.4,-2,-3.4,-0.2
"Ja Morant","PG",21,"MEM",16,16,30.3,6.8,14.9,0.458,0.8,3.3,0.25,6,11.6,0.516,0.485,4.3,5.4,0.802,0.8,2.3,3.1,8.3,0.9,0.3,3.2,1.4,18.8,484,18.7,0.544,0.218,0.361,2.7,8.7,5.6,41.6,1.4,0.8,15.6,28.7,0.6,0.3,0.9,0.09,1.9,-2.9,-1,0.1
"Jaden McDaniels","PF",20,"MIN",23,1,18.7,2,5.1,0.398,1,2.7,0.381,1,2.4,0.418,0.5,0.3,0.7,0.4,0.7,2.7,3.3,1,0.3,1.1,0.8,2.5,5.4,431,8,0.498,0.534,0.127,3.6,16.3,9.6,7.3,0.9,4.8,13.2,14,-0.2,0.4,0.1,0.014,-4.5,-0.1,-4.6,-0.3
"Jae'Sean Tate","SF",25,"HOU",28,18,27.3,4,7.3,0.549,0.7,2.1,0.328,3.3,5.2,0.637,0.596,1.2,1.6,0.717,1.6,3.4,5.1,1.8,0.9,0.6,1.2,3,9.9,763,13.4,0.615,0.284,0.225,6.3,13.5,9.9,9.8,1.5,1.9,12.8,14.4,1,1,2,0.126,-1.7,0.7,-1,0.2
"Jae Crowder","PF",30,"PHO",24,16,27.9,3.4,8.9,0.379,2.4,6.9,0.345,1,2,0.49,0.512,1.2,1.4,0.848,0.4,4.8,5.2,2.2,0.9,0.2,0.8,2,10.3,670,11.5,0.54,0.771,0.154,1.7,18.6,10.3,10.6,1.6,0.7,7.7,16.6,0.4,0.9,1.3,0.092,-0.3,0.6,0.3,0.4
"Jahlil Okafor","C",25,"DET",12,0,10,2.1,3.5,0.595,0,0.3,0,2.1,3.3,0.641,0.595,0.1,0.2,0.5,1.1,1.2,2.3,0.3,0.2,0.2,0.3,0.8,4.3,120,15.6,0.595,0.071,0.048,11.7,13.6,12.6,4.3,0.8,1.5,8.5,16.9,0.2,0.1,0.2,0.099,-0.6,-2.5,-3.1,0
"Jahmi'us Ramsey","SG",19,"SAC",4,0,4,0.5,1,0.5,0.3,0.8,0.333,0.3,0.3,1,0.625,0,0,0,0,1,1,0.3,0,0.3,0.3,0,1.3,16,11.5,0.625,0.75,0,0,27.7,13.7,8.3,0,5.3,20,13.3,0,0,0,0.02,-2,-1.9,-3.9,0
"JaKarr Sampson","PF",27,"IND",13,0,6,0.8,1.9,0.44,0,0.2,0,0.8,1.7,0.5,0.44,0.6,0.8,0.8,0.5,1.5,2,0,0.1,0.2,0.2,0.7,2.3,78,12.1,0.51,0.12,0.4,10,26.5,18.4,0,0.6,3.3,9.3,18,0,0.1,0.1,0.073,-3.6,-1.8,-5.4,-0.1
"Jake Layman","SF",26,"MIN",19,3,15.4,2.4,4.8,0.489,0.6,1.9,0.297,1.8,2.9,0.618,0.549,0.9,1.2,0.783,0.3,1.2,1.5,0.5,0.9,0.5,0.5,1.2,6.3,292,13,0.583,0.402,0.25,1.7,8.9,5.2,5,2.8,2.5,8.9,16.1,0.2,0.3,0.5,0.076,-2.3,0.3,-2,0
"Jakob Poeltl","C",25,"SAS",27,9,22.2,3,4.9,0.611,0,0,0,3,4.9,0.611,0.611,0.4,1.4,0.316,3,4,7,1.7,0.6,1.5,1.1,2.1,6.4,600,16.5,0.582,0,0.29,13.6,19.1,16.3,10.5,1.3,5.8,17.3,12.8,0.8,1,1.8,0.14,-1,0.8,-0.2,0.3
"Jalen Brunson","PG",24,"DAL",24,6,24.1,4.3,8.3,0.515,1.1,2.8,0.382,3.2,5.5,0.583,0.58,2,2.3,0.889,0.2,3,3.2,3.6,0.4,0,1.2,1.5,11.7,578,16.4,0.626,0.34,0.27,0.9,13.6,7.2,22.6,0.8,0,11.5,19.2,1.3,0.2,1.5,0.121,1.2,-1.8,-0.6,0.2
"Jalen Harris","SG",22,"TOR",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0.5,1,0,4,-10.5,0,0,0,26.7,0,13.8,0,0,0,100,10.7,0,0,0,-0.2,-16.5,-4.8,-21.2,0
"Jalen Lecque","PG",20,"IND",3,0,3,0.3,1.3,0.25,0,0.3,0,0.3,1,0.333,0.25,1,1,1,0.3,1,1.3,0.7,0,0,0,0,1.7,9,24.2,0.47,0.25,0.75,12.4,36.2,24.5,29.2,0,0,0,25.7,0,0,0,0.229,2.9,-0.3,2.6,0
"Jalen McDaniels","SF",23,"CHO",10,0,10.8,1.6,3.3,0.485,0.2,0.9,0.222,1.4,2.4,0.583,0.515,0.7,1.1,0.636,0.4,1.7,2.1,0.6,0.2,0,0.9,1.5,4.1,108,7.2,0.542,0.273,0.333,3.9,17.1,10.4,7.9,0.9,0,19.2,18.4,-0.1,0.1,0,-0.004,-5,-2.2,-7.2,-0.1
"Jalen Smith","PF",20,"PHO",8,0,6.3,0.8,2.1,0.353,0.3,0.9,0.286,0.5,1.3,0.4,0.412,0,0.3,0,0.6,0.6,1.3,0.3,0,0.3,0.1,0.4,1.8,50,7.7,0.391,0.412,0.118,11.3,10.8,11.1,5.5,0,3.5,5.3,16.9,0,0,0,0.001,-2,-1.9,-3.9,0
"Jamal Murray","PG",23,"DEN",26,26,34.9,7.2,15.9,0.452,2.3,6.3,0.358,4.9,9.6,0.514,0.523,2.8,3.4,0.809,0.7,3.6,4.3,4.5,1.1,0.3,2.3,2.1,19.4,908,15.8,0.557,0.399,0.215,2.4,11.6,7,19.3,1.6,0.7,11.5,24.5,1,0.7,1.7,0.089,1.2,-1.7,-0.6,0.3
"James Ennis","SF",30,"ORL",20,19,21.9,2.6,5.2,0.495,0.9,1.9,0.447,1.7,3.3,0.523,0.578,1.3,1.6,0.839,1.2,2.6,3.8,1.4,1,0.3,1,2.2,7.3,438,12.7,0.622,0.369,0.301,5.2,12.8,8.9,8.9,2.1,1.2,14.6,13.3,0.5,0.5,1,0.11,-2.3,0.7,-1.6,0
"James Harden","SG",31,"BRK",16,16,38.3,7.7,15.3,0.502,3,7.4,0.407,4.7,7.9,0.591,0.6,5.9,6.6,0.905,0.8,7.6,8.4,11.8,1.1,0.8,4.3,2.6,24.3,613,24.9,0.668,0.482,0.429,2.5,20.9,12.3,43.7,1.4,1.6,19.2,25.4,2.5,0.5,3,0.235,6.2,0.1,6.4,1.3
"James Harden","SG",31,"HOU",8,8,36.3,7.5,16.9,0.444,3.1,9,0.347,4.4,7.9,0.556,0.537,6.6,7.5,0.883,0.6,4.5,5.1,10.4,0.9,0.8,4.3,1.8,24.8,290,22.7,0.613,0.533,0.444,1.8,13.3,7.5,46.8,1.1,1.8,17.4,28.7,0.8,0.3,1.1,0.19,5.6,-1,4.6,0.5
"James Harden","SG",31,"TOT",24,24,37.6,7.6,15.8,0.482,3,7.9,0.384,4.6,7.9,0.579,0.578,6.2,6.9,0.897,0.8,6.5,7.3,11.3,1,0.8,4.3,2.3,24.5,903,24.2,0.648,0.5,0.434,2.3,18.5,10.7,44.7,1.3,1.7,18.5,26.5,3.3,0.9,4.1,0.22,6,-0.2,5.8,1.8
"James Johnson","PF",33,"DAL",23,0,18.4,2.6,5.3,0.488,0.6,2.2,0.28,2,3.2,0.63,0.545,0.6,1,0.542,0.5,2.6,3.1,1.6,0.9,0.8,1.1,2.1,6.4,424,12.3,0.55,0.407,0.195,2.8,15.6,9.2,12.4,2.3,4.3,15.8,16.4,0,0.5,0.5,0.052,-2,1.9,-0.1,0.2
"James Wiseman","C",19,"GSW",20,16,21,4.9,9.8,0.503,0.5,1.1,0.409,4.5,8.7,0.514,0.526,1.9,3.1,0.623,1.5,4.6,6.1,0.7,0.4,1.3,1.6,3.2,12.2,419,15.1,0.548,0.113,0.313,7.6,22.5,15.2,5.4,0.9,5.5,12.6,25.7,-0.2,0.7,0.5,0.059,-3.5,-0.7,-4.1,-0.2
"JaMychal Green","PF",30,"DEN",24,3,21.3,3.3,7.5,0.441,1.7,4,0.427,1.6,3.5,0.458,0.556,1.1,1.3,0.844,1.7,4.5,6.3,1,0.6,0.3,1.1,2.8,9.4,511,14.6,0.585,0.536,0.179,9,24.2,16.6,6.5,1.4,1.3,11.9,18.6,0.7,0.6,1.2,0.116,0.3,-2,-1.7,0
"Jared Dudley","PF",35,"LAL",6,0,3.7,0.2,0.2,1,0.2,0.2,1,0,0,0,1.5,0,0,0,0.2,0.8,1,0.2,0,0,0,0,0.5,22,11.5,1.5,1,0,5.3,24.6,15.3,5.5,0,0,0,2,0,0,0.1,0.178,2.2,-0.5,1.7,0
"Jared Harper","PG",23,"NYK",2,0,2.5,0,0.5,0,0,0,0,0,0.5,0,0,1,1,1,0,0,0,0,0,0,1,0,1,5,-11.9,0.532,0,2,0,0,0,0,0,0,51.5,34.3,-0.1,0,0,-0.467,-15,-8.5,-23.5,0
"Jarred Vanderbilt","PF",21,"MIN",27,10,19.1,2.5,4.2,0.602,0,0.1,0.5,2.5,4.1,0.604,0.606,1,1.9,0.51,1.9,4.1,6,1.7,1.1,0.7,0.9,2.2,6,517,16.7,0.602,0.018,0.451,9.9,24.6,16.8,12.9,2.8,2.9,15.6,13.1,0.7,0.7,1.5,0.135,-1.4,1.3,-0.1,0.3
"Jarrell Brantley","PF",24,"UTA",8,0,2.8,0.4,1,0.375,0.4,0.8,0.5,0,0.3,0,0.563,0,0,0,0.1,0.4,0.5,0,0.1,0.1,0.1,0.5,1.1,22,10.3,0.563,0.75,0,5,13.8,9.6,0,2.2,3.6,11.1,17.5,0,0,0,0.097,-2.3,0.9,-1.5,0
